N,scenario,seed,method,C_BS,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,pool_gap_pct,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,pricing_converged,objective_stabilized,relative_improvement_last_5,injected_columns_count,injected_incumbent_methods,min_reduced_cost,operation_mode,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,avg_delay_h,delay_cost,emissions_total_kg,emissions_total_tCO2,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,objective,total_cost,avg_stay_h,masking_rate
100,U,7,CG+IR,0.8,ok,,329580.993772464,18.67073309999978,0.0,1.9348160424142163e-05,0.0019348160424142162,329574.61698652373,329574.61698652373,329580.993772464,0.0019348160424142162,0.0,0,0,0.0,0.0,0,45148,1,18.67073309999978,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45148,0.0,0.0,0,329580.993772464,0.0,21,117250.55851161391,0.0,117250.55851161391,0.0,1.0,0.0,0.0,54,139436.12327388793,0.0,139436.12327388793,0.25925925925925924,0.7407407407407407,0.0,0.0,10,27494.3119869621,0.0,27494.3119869621,0.0,1.0,0.0,0.0,15,45400.0,0.0,45400.0,0.06666666666666667,0.9333333333333333,0.0,0.0,41,11,0.4840135169913071,72.33665025080842,16.14498426229933,10,0,0.47619047619047616,22,8,0.5114241810678022,4,1,0.46232931148993545,5,2,0.4107435204380032,0.017581222276086203,0.0,204978.20751301106,204.97820751301106,15,85,0,0.15,0.85,0.0,329580.993772464,329580.993772464,16.14498426229933,0.4840135169913071
100,U,8,CG+IR,0.8,ok,,325313.40241467423,20.600776999999653,0.0,1.8571464534843056e-05,0.0018571464534843055,325307.3608683586,325307.3608683586,325313.40241467423,0.0018571464534843055,0.0,0,0,0.0,0.0,0,45587,1,20.600776999999653,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45587,0.0,0.0,0,325313.40241467423,0.0,19,102433.45846856487,0.0,102433.45846856487,0.05263157894736842,0.9473684210526315,0.0,0.0,61,165412.42228452725,0.0,165412.42228452725,0.21311475409836064,0.7868852459016393,0.0,0.0,9,24867.52166158206,0.0,24867.52166158206,0.0,1.0,0.0,0.0,11,32600.0,0.0,32600.0,0.09090909090909091,0.9090909090909091,0.0,0.0,44,11,0.48491279110745417,73.1360298891872,16.136360393722715,7,3,0.4225262327675493,26,8,0.48300460144527835,4,0,0.4444444444444444,7,0,0.6363636363636364,0.020238206169513013,0.0,202125.8991237503,202.12589912375032,15,85,0,0.15,0.85,0.0,325313.40241467423,325313.40241467423,16.136360393722715,0.48491279110745417
100,U,9,CG+IR,0.8,ok,,317530.59725867293,15.793824000000313,0.0,2.3105278654232426e-05,0.0023105278654232428,317523.260625742,317523.260625742,317530.59725867293,0.0023105278654232428,0.0,0,0,0.0,0.0,0,41005,1,15.793824000000313,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,41005,0.0,0.0,0,317330.59725867293,200.0,19,100832.95367586722,0.0,100832.95367586722,0.05263157894736842,0.9473684210526315,0.0,0.0,43,105417.21315666898,200.0,105617.21315666898,0.3023255813953488,0.6976744186046512,0.0,0.005813953488372093,24,68880.43042613677,0.0,68880.43042613677,0.0,0.9583333333333334,0.041666666666666664,0.0,14,42200.0,0.0,42200.0,0.07142857142857142,0.9285714285714286,0.0,0.0,39,7,0.4254039503666611,66.5245325052052,15.667267152052164,4,0,0.21052631578947367,23,5,0.5898102821343175,6,0,0.25,6,2,0.5127537789207472,0.02216440828767837,200.0,199154.14978670966,199.15414978670967,15,84,1,0.15,0.84,0.01,317530.59725867293,317530.59725867293,15.667267152052164,0.4254039503666611
100,U,10,CG+IR,0.8,ok,,315280.93856051774,17.342291599998134,0.0,1.3760777226124797e-05,0.0013760777226124797,315276.60004975856,315276.60004975856,315280.93856051774,0.0013760777226124797,0.0,0,0,0.0,0.0,0,42844,1,17.342291599998134,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42844,0.0,0.0,0,315280.93856051774,0.0,18,100324.18747139494,0.0,100324.18747139494,0.0,1.0,0.0,0.0,54,137385.90897052136,0.0,137385.90897052136,0.25925925925925924,0.7407407407407407,0.0,0.0,18,50770.842118601446,0.0,50770.842118601446,0.0,1.0,0.0,0.0,10,26800.0,0.0,26800.0,0.2,0.8,0.0,0.0,49,13,0.5424359053640587,80.48261608906353,16.141688255522368,12,0,0.6666666666666666,21,9,0.4447643863879221,9,3,0.5691274995169278,7,1,0.7982018680153382,0.019129796822088173,0.0,198323.20938157354,198.32320938157355,16,84,0,0.16,0.84,0.0,315280.93856051774,315280.93856051774,16.141688255522368,0.5424359053640587
100,U,1,CG+IR,0.85,ok,,328863.83871565835,18.005009000000427,0.0,2.006553790164124e-05,0.002006553790164124,328857.2398858381,328857.2398858381,328863.83871565835,0.002006553790164124,0.0,0,0,0.0,0.0,0,42648,1,18.005009000000427,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42648,0.0,0.0,0,328863.83871565835,0.0,19,93110.49971692711,0.0,93110.49971692711,0.21052631578947367,0.7894736842105263,0.0,0.0,48,135389.52865539992,0.0,135389.52865539992,0.16666666666666666,0.8333333333333334,0.0,0.0,19,55563.81034333136,0.0,55563.81034333136,0.0,1.0,0.0,0.0,14,44800.0,0.0,44800.0,0.07142857142857142,0.9285714285714286,0.0,0.0,45,9,0.5026032110003491,73.76173249827859,15.899293488079806,7,3,0.46264907268221683,21,4,0.5037619138345961,9,1,0.4814853388074022,8,1,0.5815139584051098,0.018189671825999624,0.0,194157.06248249547,194.15706248249546,13,87,0,0.13,0.87,0.0,328863.83871565835,328863.83871565835,15.899293488079806,0.5026032110003491
100,U,2,CG+IR,0.85,ok,,352431.20868433936,18.64195739999559,0.0,3.820453188937222e-05,0.0038204531889372223,352417.7442149884,352417.7442149884,352431.20868433936,0.0038204531889372223,0.0,0,0,0.0,0.0,0,44467,1,18.64195739999559,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,44467,0.0,0.0,0,352431.20868433936,0.0,23,134926.45296284964,0.0,134926.45296284964,0.043478260869565216,0.9565217391304348,0.0,0.0,53,145853.2756229369,0.0,145853.2756229369,0.24528301886792453,0.7358490566037735,0.018867924528301886,0.0,12,36451.48009855285,0.0,36451.48009855285,0.0,1.0,0.0,0.0,12,35200.0,0.0,35200.0,0.16666666666666666,0.8333333333333334,0.0,0.0,47,9,0.5070479080685342,75.18123524730818,15.481032585910304,10,1,0.4494618836904942,23,7,0.4795060720645497,5,0,0.4166666666666667,9,1,0.8294454718792431,0.014491216427294625,0.0,206924.01838457616,206.92401838457616,16,83,1,0.16,0.83,0.01,352431.20868433936,352431.20868433936,15.481032585910304,0.5070479080685342
100,U,3,CG+IR,0.85,ok,,336404.5124394904,18.9565614000021,0.0,6.965771289169858e-05,0.006965771289169858,336381.07927054743,336381.07927054743,336404.5124394904,0.006965771289169858,0.0,0,0,0.0,0.0,0,42771,1,18.9565614000021,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42771,0.0,0.0,0,336404.5124394904,0.0,19,100216.01751661982,0.0,100216.01751661982,0.10526315789473684,0.8947368421052632,0.0,0.0,51,143950.5562854621,0.0,143950.5562854621,0.23529411764705882,0.7450980392156863,0.0196078431372549,0.0,18,54237.93863740866,0.0,54237.93863740866,0.0,0.8888888888888888,0.1111111111111111,0.0,12,38000.0,0.0,38000.0,0.08333333333333333,0.9166666666666666,0.0,0.0,54,11,0.5846565057272164,78.54767394234396,16.079386057710913,8,3,0.4611638742156252,27,7,0.5839364723433513,10,1,0.6068209373952137,9,0,0.75,0.017104964615021565,0.0,201540.07361392418,201.54007361392416,15,82,3,0.15,0.82,0.03,336404.5124394904,336404.5124394904,16.079386057710913,0.5846565057272164
100,U,4,CG+IR,0.85,ok,,326572.475303427,18.357065500000317,0.0,6.097030388329831e-06,0.0006097030388329831,326570.4841811211,326570.4841811211,326572.475303427,0.0006097030388329831,0.0,0,0,0.0,0.0,0,45126,1,18.357065500000317,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45126,0.0,0.0,0,326572.475303427,0.0,14,62967.47600908562,0.0,62967.47600908562,0.2857142857142857,0.7142857142857143,0.0,0.0,56,169200.62259903154,0.0,169200.62259903154,0.125,0.875,0.0,0.0,10,29204.37669530984,0.0,29204.37669530984,0.0,1.0,0.0,0.0,20,65200.0,0.0,65200.0,0.05,0.95,0.0,0.0,45,13,0.5190667216367796,82.11043175074298,16.356154209675662,8,3,0.7507723828332692,22,9,0.47129517246489616,2,1,0.20033291459780095,13,0,0.65,0.014850218114152653,0.0,194013.65309969801,194.01365309969802,12,88,0,0.12,0.88,0.0,326572.475303427,326572.475303427,16.356154209675662,0.5190667216367796
100,U,5,CG+IR,0.85,ok,,332313.29585332196,17.917581200003042,0.0,3.7551423651635434e-05,0.0037551423651635434,332300.8170159643,332300.8170159643,332313.29585332196,0.0037551423651635434,0.0,0,0,0.0,0.0,0,43663,1,17.917581200003042,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43663,0.0,0.0,0,332313.29585332196,0.0,17,98073.68608374412,0.0,98073.68608374412,0.058823529411764705,0.9411764705882353,0.0,0.0,50,131757.4931663038,0.0,131757.4931663038,0.26,0.74,0.0,0.0,17,50882.11660327403,0.0,50882.11660327403,0.0,1.0,0.0,0.0,16,51600.0,0.0,51600.0,0.0625,0.9375,0.0,0.0,41,10,0.46216555760716416,69.47313737383126,15.592226777656677,9,1,0.5564048512180065,17,9,0.43515346580020603,5,0,0.29411764705882354,10,0,0.625,0.022194104648414772,0.0,195948.5577597297,195.9485577597297,15,85,0,0.15,0.85,0.0,332313.29585332196,332313.29585332196,15.592226777656677,0.46216555760716416
100,U,6,CG+IR,0.85,ok,,337388.0355927977,17.030715799999598,0.0,6.587054853139061e-06,0.0006587054853139061,337385.81319930044,337385.81319930044,337388.0355927977,0.0006587054853139061,0.0,0,0,0.0,0.0,0,43388,1,17.030715799999598,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43388,0.0,0.0,0,337388.0355927977,0.0,18,90258.66609920608,0.0,90258.66609920608,0.2222222222222222,0.7777777777777778,0.0,0.0,46,133940.7322103658,0.0,133940.7322103658,0.1956521739130435,0.8043478260869565,0.0,0.0,16,47988.63728322572,0.0,47988.63728322572,0.0,1.0,0.0,0.0,20,65200.0,0.0,65200.0,0.05,0.95,0.0,0.0,36,9,0.4197023917605607,69.31674698257667,15.966255164949649,3,3,0.27357543952268554,12,6,0.3488235057532115,10,0,0.625,11,0,0.55,0.02235928947771617,0.0,200547.6481411915,200.54764814119147,14,86,0,0.14,0.86,0.0,337388.0355927977,337388.0355927977,15.966255164949649,0.4197023917605607
100,U,7,CG+IR,0.85,ok,,349618.47192316316,19.315485400002217,0.0,4.1217732810426295e-05,0.00412177328104263,349604.06144240184,349604.06144240184,349618.47192316316,0.00412177328104263,0.0,0,0,0.0,0.0,0,45148,1,19.315485400002217,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45148,0.0,0.0,0,349618.47192316316,0.0,21,124578.71841858976,0.0,124578.71841858976,0.0,1.0,0.0,0.0,54,147627.04701842615,0.0,147627.04701842615,0.25925925925925924,0.7407407407407407,0.0,0.0,10,29212.70648614723,0.0,29212.70648614723,0.0,1.0,0.0,0.0,15,48200.0,0.0,48200.0,0.06666666666666667,0.9333333333333333,0.0,0.0,46,10,0.5024772639226035,68.7794236451775,16.080174562343363,8,1,0.4084613421875903,23,6,0.478477232157281,3,2,0.3820272241434077,12,1,0.8007996952262473,0.021268967957208104,0.0,204978.20751301106,204.97820751301106,15,85,0,0.15,0.85,0.0,349618.47192316316,349618.47192316316,16.080174562343363,0.5024772639226035
100,U,8,CG+IR,0.85,ok,,345096.56217370054,24.25081289999798,0.0,7.824325529966756e-05,0.007824325529966756,345069.56069528335,345069.56069528335,345096.56217370054,0.007824325529966756,0.0,0,0,0.0,0.0,0,45587,1,24.25081289999798,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45587,0.0,0.0,0,345096.56217370054,0.0,19,108770.50339403341,0.0,108770.50339403341,0.05263157894736842,0.9473684210526315,0.0,0.0,61,175304.31701423618,0.0,175304.31701423618,0.21311475409836064,0.7868852459016393,0.0,0.0,9,26421.74176543094,0.0,26421.74176543094,0.0,1.0,0.0,0.0,11,34600.0,0.0,34600.0,0.09090909090909091,0.9090909090909091,0.0,0.0,51,8,0.5545468318398842,81.56626023700954,16.019538961874808,9,1,0.48791873952166737,30,7,0.5603971661160122,5,0,0.5555555555555556,7,0,0.6363636363636364,0.016899785264735064,0.0,202125.8991237503,202.12589912375032,15,85,0,0.15,0.85,0.0,345096.56217370054,345096.56217370054,16.019538961874808,0.5545468318398842
100,U,9,CG+IR,0.85,ok,,336578.93618667603,15.207743099999789,0.0,1.699367549781119e-05,0.001699367549781119,336573.2164734551,336573.2164734551,336578.93618667603,0.001699367549781119,0.0,0,0,0.0,0.0,0,41005,1,15.207743099999789,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,41005,0.0,0.0,0,336578.93618667603,0.0,19,107072.48740329631,0.0,107072.48740329631,0.05263157894736842,0.9473684210526315,0.0,0.0,43,111534.31988739103,0.0,111534.31988739103,0.3023255813953488,0.6976744186046512,0.0,0.0,24,73172.12889598875,0.0,73172.12889598875,0.0,0.9166666666666666,0.08333333333333333,0.0,14,44800.0,0.0,44800.0,0.07142857142857142,0.9285714285714286,0.0,0.0,41,6,0.4411306357888995,67.24042386991258,15.599257934723045,8,0,0.42105263157894735,19,3,0.49078097411620525,6,0,0.25,8,3,0.6435344065637947,0.011752963251062454,0.0,199947.12222854132,199.94712222854133,15,83,2,0.15,0.83,0.02,336578.93618667603,336578.93618667603,15.599257934723045,0.4411306357888995
100,U,10,CG+IR,0.85,ok,,334390.9707562298,18.930801199996495,0.0,1.3972328457799285e-05,0.0013972328457799285,334386.2985357531,334386.2985357531,334390.9707562298,0.0013972328457799285,0.0,0,0,0.0,0.0,0,42844,1,18.930801199996495,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42844,0.0,0.0,0,334390.9707562298,0.0,18,106594.4491883571,0.0,106594.4491883571,0.0,1.0,0.0,0.0,54,145452.50181685865,0.0,145452.50181685865,0.25925925925925924,0.7407407407407407,0.0,0.0,18,53944.01975101404,0.0,53944.01975101404,0.0,1.0,0.0,0.0,10,28400.0,0.0,28400.0,0.2,0.8,0.0,0.0,53,10,0.5759344196329995,77.92505376689371,16.120554490058353,7,0,0.3888888888888889,26,9,0.5578784105014117,13,1,0.7482226553457623,7,0,0.7,0.0160735780921053,0.0,198323.20938157354,198.32320938157355,16,84,0,0.16,0.84,0.0,334390.9707562298,334390.9707562298,16.120554490058353,0.5759344196329995
100,U,1,CG+IR,0.875,ok,,338271.61149704625,18.967176699996344,0.0,2.0204464719275267e-05,0.0020204464719275265,338264.7769002062,338264.7769002062,338271.61149704625,0.0020204464719275265,0.0,0,0,0.0,0.0,0,42648,1,18.967176699996344,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42648,0.0,0.0,0,338271.61149704625,0.0,19,95731.70521923371,0.0,95731.70521923371,0.21052631578947367,0.7894736842105263,0.0,0.0,48,139241.86621850095,0.0,139241.86621850095,0.16666666666666666,0.8333333333333334,0.0,0.0,19,57198.040059311694,0.0,57198.040059311694,0.0,1.0,0.0,0.0,14,46100.0,0.0,46100.0,0.07142857142857142,0.9285714285714286,0.0,0.0,38,13,0.45616873646881395,70.7232284804362,15.952826159655793,5,4,0.39515540459157567,20,5,0.48238341651102834,6,1,0.32890479775853304,7,3,0.62180898640714,0.01558889946255814,0.0,194157.06248249547,194.15706248249546,13,87,0,0.13,0.87,0.0,338271.61149704625,338271.61149704625,15.952826159655793,0.45616873646881395
100,U,2,CG+IR,0.875,ok,,362433.193178802,19.0028486999945,0.0,2.3661254816517068e-05,0.002366125481651707,362424.6175546642,362424.6175546642,362433.193178802,0.002366125481651707,0.0,0,0,0.0,0.0,0,44467,1,19.0028486999945,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,44467,0.0,0.0,0,362433.193178802,0.0,23,133981.6252961867,0.0,133981.6252961867,0.08695652173913043,0.9130434782608695,0.0,0.0,53,148927.98542822272,0.0,148927.98542822272,0.24528301886792453,0.7169811320754716,0.03773584905660377,0.0,12,37523.58245439264,0.0,37523.58245439264,0.0,1.0,0.0,0.0,12,42000.0,0.0,42000.0,0.0,1.0,0.0,0.0,46,10,0.5035926742454241,75.80698686839187,15.493645910970649,9,1,0.405983622820929,24,8,0.5243641654260434,4,0,0.3333333333333333,9,1,0.7691952776733949,0.018201864651276125,0.0,207700.13648388025,207.70013648388024,15,83,2,0.15,0.83,0.02,362433.193178802,362433.193178802,15.493645910970649,0.5035926742454241
100,U,3,CG+IR,0.875,ok,,345720.68819052045,17.97789809999813,0.0,2.4665994503689342e-05,0.0024665994503689343,345712.16064592573,345712.16064592573,345720.68819052045,0.0024665994503689343,0.0,0,0,0.0,0.0,0,42771,1,17.97789809999813,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42771,0.0,0.0,0,345720.68819052045,0.0,19,98559.07668655973,0.0,98559.07668655973,0.15789473684210525,0.8421052631578947,0.0,0.0,51,152469.1756292493,0.0,152469.1756292493,0.19607843137254902,0.7450980392156863,0.058823529411764705,0.0,18,55592.43587471156,0.0,55592.43587471156,0.0,0.9444444444444444,0.05555555555555555,0.0,12,39100.0,0.0,39100.0,0.08333333333333333,0.9166666666666666,0.0,0.0,51,12,0.5633148019886675,78.13953316303248,16.10877810362829,11,2,0.6396332542535063,23,8,0.518661599448538,8,1,0.48364265740430157,9,1,0.7517615802414381,0.018609391513000516,0.0,202297.50113736876,202.29750113736876,14,82,4,0.14,0.82,0.04,345720.68819052045,345720.68819052045,16.10877810362829,0.5633148019886675
100,U,4,CG+IR,0.875,ok,,335900.1401144279,19.67869939999946,0.0,6.139345361018869e-06,0.0006139345361018868,335898.0779074609,335898.0779074609,335900.1401144279,0.0006139345361018868,0.0,0,0,0.0,0.0,0,45126,1,19.67869939999946,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45126,0.0,0.0,0,335900.1401144279,0.0,14,64687.49665605002,0.0,64687.49665605002,0.2857142857142857,0.7142857142857143,0.0,0.0,56,174049.31450732355,0.0,174049.31450732355,0.125,0.875,0.0,0.0,10,30063.328951054245,0.0,30063.328951054245,0.0,1.0,0.0,0.0,20,67100.0,0.0,67100.0,0.05,0.95,0.0,0.0,44,12,0.5087232795643266,83.00057291163267,16.345805053328657,7,4,0.6623885070484723,22,4,0.43287447516909927,2,2,0.30686309799115463,13,2,0.714464363418647,0.018142693823186652,0.0,194013.65309969801,194.01365309969802,12,88,0,0.12,0.88,0.0,335900.1401144279,335900.1401144279,16.345805053328657,0.5087232795643266
100,U,5,CG+IR,0.875,ok,,341822.6965748924,18.252594300000055,0.0,3.781145686086068e-05,0.0037811456860860682,341809.7717607468,341809.7717607468,341822.6965748924,0.0037811456860860682,0.0,0,0,0.0,0.0,0,43663,1,18.252594300000055,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43663,0.0,0.0,0,341822.6965748924,0.0,17,100930.11180790522,0.0,100930.11180790522,0.058823529411764705,0.9411764705882353,0.0,0.0,50,135413.93532244046,0.0,135413.93532244046,0.26,0.74,0.0,0.0,17,52378.64944454681,0.0,52378.64944454681,0.0,1.0,0.0,0.0,16,53100.0,0.0,53100.0,0.0625,0.9375,0.0,0.0,38,11,0.4376977268694212,66.43290651881617,15.705411384689494,8,0,0.47058823529411764,15,10,0.4083373851793506,5,0,0.29411764705882354,10,1,0.6470564642484122,0.023719336037495823,0.0,195948.5577597297,195.9485577597297,15,85,0,0.15,0.85,0.0,341822.6965748924,341822.6965748924,15.705411384689494,0.4376977268694212
100,U,6,CG+IR,0.875,ok,,347023.3107627507,16.769353700001375,0.0,6.633456341130289e-06,0.0006633456341130289,347021.0087987694,347021.0087987694,347023.3107627507,0.0006633456341130289,0.0,0,0,0.0,0.0,0,43388,1,16.769353700001375,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43388,0.0,0.0,0,347023.3107627507,0.0,18,92792.52742440015,0.0,92792.52742440015,0.2222222222222222,0.7777777777777778,0.0,0.0,46,137730.7155467947,0.0,137730.7155467947,0.1956521739130435,0.8043478260869565,0.0,0.0,16,49400.06779155589,0.0,49400.06779155589,0.0,1.0,0.0,0.0,20,67100.0,0.0,67100.0,0.05,0.95,0.0,0.0,37,8,0.4069982431581108,65.9022881101202,16.00530774650369,8,4,0.5711983709139206,13,4,0.3134402965078371,4,0,0.25,12,0,0.6,0.018844121121058207,0.0,200547.6481411915,200.54764814119147,14,86,0,0.14,0.86,0.0,347023.3107627507,347023.3107627507,16.00530774650369,0.4069982431581108
100,U,7,CG+IR,0.875,ok,,359580.113247462,21.756222099997103,0.0,6.118861949294399e-05,0.006118861949294399,359558.1110367353,359558.1110367353,359580.113247462,0.006118861949294399,0.0,0,0,0.0,0.0,0,45148,1,21.756222099997103,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45148,0.0,0.0,0,359580.113247462,0.0,21,128242.79837207768,0.0,128242.79837207768,0.0,1.0,0.0,0.0,54,151587.99094692364,0.0,151587.99094692364,0.24074074074074073,0.7592592592592593,0.0,0.0,10,30149.323928460708,0.0,30149.323928460708,0.0,0.9,0.1,0.0,15,49600.0,0.0,49600.0,0.06666666666666667,0.9333333333333333,0.0,0.0,40,13,0.4641382496323048,70.81324671559261,16.007749444285313,9,2,0.46896169355160433,19,10,0.4388373082975309,5,0,0.5,7,1,0.5245609833720086,0.0223662932908306,0.0,205767.8934787644,205.7678934787644,14,85,1,0.14,0.85,0.01,359580.113247462,359580.113247462,16.007749444285313,0.4641382496323048
100,U,8,CG+IR,0.875,ok,,354910.79970462865,17.945232199999737,0.0,0.0,0.0,354910.79992655007,354910.79992655007,354910.79970462865,0.0,0.0,0,0,0.0,0.0,0,45587,1,17.945232199999737,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45587,0.0,0.0,0,354910.79970462865,0.0,19,111939.0258567677,0.0,111939.0258567677,0.05263157894736842,0.9473684210526315,0.0,0.0,61,180096.77556171032,0.0,180096.77556171032,0.19672131147540983,0.8032786885245902,0.0,0.0,9,27274.99828615061,0.0,27274.99828615061,0.0,0.8888888888888888,0.1111111111111111,0.0,11,35600.0,0.0,35600.0,0.09090909090909091,0.9090909090909091,0.0,0.0,49,9,0.5420501757784845,78.96765417655811,16.08516536687367,8,3,0.4984407775824637,30,6,0.5530269312095349,3,0,0.3333333333333333,8,0,0.7272727272727273,0.013588767232376285,0.0,202902.59310546165,202.90259310546165,14,85,1,0.14,0.85,0.01,354910.79970462865,354910.79970462865,16.08516536687367,0.5420501757784845
100,U,9,CG+IR,0.875,ok,,346016.61472534697,17.294973899995966,0.0,4.429653498615571e-05,0.004429653498615571,346001.287388267,346001.287388267,346016.61472534697,0.004429653498615571,0.0,0,0,0.0,0.0,0,41005,1,17.294973899995966,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,41005,0.0,0.0,0,346016.61472534697,0.0,19,100130.96715317633,0.0,100130.96715317633,0.15789473684210525,0.8421052631578947,0.0,0.0,43,124461.31912373299,0.0,124461.31912373299,0.20930232558139536,0.7906976744186046,0.0,0.0,24,75324.32844843756,0.0,75324.32844843756,0.0,0.8333333333333334,0.16666666666666666,0.0,14,46100.0,0.0,46100.0,0.07142857142857142,0.9285714285714286,0.0,0.0,42,7,0.45395126403470293,68.57662018419222,15.620542609201998,6,2,0.37747119989308864,22,4,0.5573115569425968,6,0,0.25,8,1,0.5899126183549962,0.018954436621799377,0.0,201597.84035093748,201.59784035093747,13,83,4,0.13,0.83,0.04,346016.61472534697,346016.61472534697,15.620542609201998,0.45395126403470293
100,U,10,CG+IR,0.875,ok,,343938.70662375423,19.41131330000644,0.0,2.7793385274975236e-05,0.0027793385274975236,343929.14740277006,343929.14740277006,343938.70662375423,0.0027793385274975236,0.0,0,0,0.0,0.0,0,42844,1,19.41131330000644,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42844,0.0,0.0,0,343938.70662375423,0.0,18,105336.72156368048,0.0,105336.72156368048,0.05555555555555555,0.9444444444444444,0.0,0.0,54,150971.3764928533,0.0,150971.3764928533,0.24074074074074073,0.7407407407407407,0.018518518518518517,0.0,18,55530.60856722033,0.0,55530.60856722033,0.0,1.0,0.0,0.0,10,32100.0,0.0,32100.0,0.1,0.9,0.0,0.0,44,16,0.5253641923492912,77.15549353332334,16.038622546299333,9,0,0.5,19,12,0.463614940387637,12,3,0.752526329425938,4,1,0.495573852432984,0.0159002741210195,0.0,199090.81601369946,199.09081601369945,15,84,1,0.15,0.84,0.01,343938.70662375423,343938.70662375423,16.038622546299333,0.5253641923492912
